accuracy,auc,f1,loss,precision,recall,val_accuracy,val_auc,val_f1,val_loss,val_precision,val_recall,val_f1_dynamic,val_threshold
0.92431640625,0.9776601791381836,0.4933200776576996,0.0170030128210783,0.9358074069023132,0.9111328125,0.8402777910232544,0.9356614351272583,0.45454540848731995,0.03300853073596954,0.9083333611488342,0.7569444179534912,0.697508896797153,0.5499999999999999
0.912109375,0.9721741676330566,0.49105361104011536,0.018499907106161118,0.9271255135536194,0.89453125,0.8402777910232544,0.9334912896156311,0.4503816068172455,0.03310792148113251,0.9152542352676392,0.75,0.7056910569105691,0.49999999999999994
0.9365234375,0.9798612594604492,0.4985308051109314,0.01635807752609253,0.9390962719917297,0.93359375,0.8315972089767456,0.9382233619689941,0.44293999671936035,0.032698314636945724,0.9170305728912354,0.7291666865348816,0.6896551724137931,0.49999999999999994
0.927734375,0.9789657592773438,0.4950689673423767,0.016620023176074028,0.9362549781799316,0.91796875,0.8211805820465088,0.9373372197151184,0.420523077249527,0.0339549221098423,0.9425837397575378,0.6840277910232544,0.6774774774774774,0.5499999999999999
0.94091796875,0.9786953926086426,0.49877625703811646,0.016667233780026436,0.9430814385414124,0.9384765625,0.8333333134651184,0.9451196193695068,0.43968865275382996,0.031042734161019325,0.9247787594795227,0.7256944179534912,0.6840390879478827,0.49999999999999994
0.9443359375,0.9834904670715332,0.4955664575099945,0.014856042340397835,0.9522863030433655,0.935546875,0.8524305820465088,0.9387116432189941,0.4576270580291748,0.03470895066857338,0.9176954627037048,0.7743055820465088,0.6565517241379311,0.44999999999999996
0.93115234375,0.978973388671875,0.4892767369747162,0.016713809221982956,0.950050950050354,0.91015625,0.8350694179534912,0.924340546131134,0.44293999671936035,0.03873134031891823,0.9213973879814148,0.7326388955116272,0.6953405017921147,0.5499999999999999
0.94140625,0.9847264289855957,0.4955664575099945,0.014568420127034187,0.9493041634559631,0.9326171875,0.8489583134651184,0.9432870149612427,0.4535103738307953,0.03341587260365486,0.9205020666122437,0.7638888955116272,0.7111853088480802,0.5499999999999999
0.9423828125,0.9830870628356934,0.4990214705467224,0.014920739457011223,0.9441176652908325,0.9404296875,0.8090277910232544,0.9279212355613708,0.42399993538856506,0.03710022568702698,0.9198113083839417,0.6770833134651184,0.6610169491525424,0.49999999999999994
0.93798828125,0.9835977554321289,0.49877625703811646,0.014875715598464012,0.9401373863220215,0.935546875,0.8263888955116272,0.9370599389076233,0.4352940618991852,0.035227879881858826,0.9234234094619751,0.7118055820465088,0.6251768033946252,0.44999999999999996
